assembly_key	original_fasta	total_bp	gc_percent	n_contigs	contig_n50	longest_contig	n_bases
GCA_014173975.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173975.1.fna	5380637	50.3488	198	122768	239115	0
GCA_014174075.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014174075.1.fna	5303533	50.3246	217	102297	277625	0
GCA_014174095.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014174095.1.fna	5380168	50.3259	189	104681	284603	0
GCA_014174135.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014174135.1.fna	5381572	50.2768	174	124151	403339	0
GCA_014174535.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014174535.1.fna	5325954	50.2892	195	127120	263667	0
GCA_014174555.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014174555.1.fna	5328887	50.3013	223	108817	285874	0
GCA_014178445.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178445.1.fna	5338591	50.2771	160	183674	501198	0
GCA_014178465.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178465.1.fna	5319702	50.2768	171	148116	331529	0
GCA_014178475.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178475.1.fna	5325010	50.3068	184	124148	501199	0
GCA_014178785.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178785.1.fna	5299442	50.2973	200	108817	267057	0
GCA_014178805.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178805.1.fna	5376837	50.304	204	105745	267452	0
GCA_014178825.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178825.1.fna	5318971	50.2621	150	160449	501198	0
GCA_014178845.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178845.1.fna	5323874	50.2808	164	157712	501198	0
GCA_014178905.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178905.1.fna	5359472	50.2734	178	145456	365344	0
GCA_014178925.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178925.1.fna	5338075	50.2818	166	148480	501198	0
GCA_014178985.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014178985.1.fna	5342172	50.2621	160	187928	501198	0
GCA_014179065.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179065.1.fna	5314221	50.3058	189	119618	345510	0
GCA_014179165.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179165.1.fna	5331918	50.2931	176	160449	501198	0
GCA_014179205.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179205.1.fna	5321506	50.2805	155	148640	501199	0
GCA_014179225.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179225.1.fna	5303445	50.3296	223	108817	254860	0
GCA_014179245.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179245.1.fna	5320671	50.3071	211	102973	313764	0
GCA_014179265.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179265.1.fna	5368346	50.3148	208	109598	365100	0
GCA_014179285.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179285.1.fna	5351738	50.2995	211	108817	400705	0
GCA_014179305.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179305.1.fna	5320242	50.2952	206	116116	501199	0
GCA_014179345.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179345.1.fna	5300005	50.2738	169	148116	374623	0
GCA_014179415.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179415.1.fna	5395722	50.3214	151	128468	314269	0
GCA_014179485.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179485.1.fna	5352353	50.3396	210	101611	285529	0
GCA_014179865.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179865.1.fna	5321724	50.2852	173	134202	374623	0
GCA_014179885.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179885.1.fna	5340043	50.264	149	160449	501198	0
GCA_014179925.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179925.1.fna	5335180	50.2785	165	159617	501198	0
GCA_014179945.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014179945.1.fna	5312892	50.3136	200	109288	362143	0
GCA_014180025.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180025.1.fna	5333905	50.2845	187	128431	353423	0
GCA_014180085.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180085.1.fna	5371265	50.2826	186	124151	404749	0
GCA_014180125.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180125.1.fna	5349190	50.2641	161	176192	501198	0
GCA_014180245.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180245.1.fna	5340686	50.2706	159	160449	374623	0
GCA_014180305.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180305.1.fna	5358583	50.3163	207	108598	393390	0
GCA_014180325.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180325.1.fna	5313755	50.3212	169	159619	374623	0
GCA_014180365.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180365.1.fna	5336569	50.2921	164	160449	268779	0
GCA_014180385.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180385.1.fna	5298878	50.2672	160	124148	360013	0
GCA_014180395.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180395.1.fna	5322357	50.3084	164	176181	501083	0
GCA_014180445.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180445.1.fna	5326624	50.2995	180	148582	405137	0
GCA_014180475.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180475.1.fna	5338804	50.2859	171	127771	313854	0
GCA_014180525.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014180525.1.fna	5373231	50.2724	188	109435	461617	0
GCA_014181885.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014181885.1.fna	5323371	50.3003	186	124726	374623	0
GCA_014181895.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014181895.1.fna	5328901	50.276	156	187557	395762	0
GCA_014181935.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014181935.1.fna	5384963	50.3456	196	109305	278352	0
GCA_014182035.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014182035.1.fna	5301395	50.3027	178	124148	345505	0
GCA_014182195.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014182195.1.fna	5348679	50.3088	195	107904	328455	0
GCA_014182235.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014182235.1.fna	5333879	50.291	156	148277	501199	0
GCA_014216155.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014216155.1.fna	5344624	50.2691	159	130284	400679	0
GCA_014216515.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014216515.1.fna	5372531	50.2998	192	123269	405204	0
GCA_014216535.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014216535.1.fna	5366177	50.3001	191	115361	614545	0
GCA_014216575.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014216575.1.fna	5311399	50.2887	202	124148	244555	0
GCA_014216615.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014216615.1.fna	5321248	50.2751	168	144923	353311	0
GCA_014216655.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014216655.1.fna	5323613	50.2818	169	169567	501198	0
GCA_014221685.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014221685.1.fna	5294390	50.3029	216	102064	241468	0
GCA_014221985.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014221985.1.fna	5327605	50.2735	168	159705	501198	0
GCA_014231365.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014231365.1.fna	5387714	50.3159	162	142634	375066	0
GCA_014346935.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014346935.1.fna	5354946	50.2791	194	108801	313845	0
GCA_014346995.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014346995.1.fna	5368902	50.3074	187	138215	505743	0
GCA_014347075.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014347075.1.fna	5336993	50.2975	204	145446	569466	0
GCA_014347135.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014347135.1.fna	5388534	50.3312	175	253697	505743	0
GCA_014347475.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014347475.1.fna	5394330	50.3231	189	129294	505743	0
GCA_014348435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014348435.1.fna	5343026	50.2978	205	142655	403265	0
GCA_014556695.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014556695.1.fna	5343886	50.3457	194	122214	356103	0
GCA_014556715.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014556715.1.fna	5354672	50.3192	170	124148	377390	0
GCA_014556745.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014556745.1.fna	5378818	50.3192	166	139900	370785	0
GCA_014556775.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014556775.1.fna	5338198	50.282	187	131709	356103	0
GCA_014556825.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014556825.1.fna	5365245	50.3183	189	101439	355478	0
GCA_014556935.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014556935.1.fna	5363897	50.3464	197	124148	374740	0
GCA_014556965.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014556965.1.fna	5355889	50.3096	207	109568	263781	0
GCA_014557015.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557015.1.fna	5360604	50.3486	197	105322	313928	0
GCA_014557035.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557035.1.fna	5355000	50.3206	186	113298	356102	0
GCA_014557055.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557055.1.fna	5379206	50.3161	172	149647	377390	0
GCA_014557235.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557235.1.fna	5345541	50.339	215	124148	288536	0
GCA_014557265.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557265.1.fna	5339724	50.3761	209	109480	374744	0
GCA_014557295.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557295.1.fna	5358814	50.3602	207	100448	357971	0
GCA_014557335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557335.1.fna	5353199	50.344	181	116967	357971	0
GCA_014557415.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557415.1.fna	5355693	50.3273	187	128142	356102	0
GCA_014557435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557435.1.fna	5369087	50.335	162	140128	374744	0
GCA_014557455.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557455.1.fna	5330932	50.3108	208	106286	267166	0
GCA_014557535.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557535.1.fna	5345436	50.3478	215	110051	330201	0
GCA_014557995.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014557995.1.fna	5257745	50.2906	212	130590	542451	0
GCA_014558055.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014558055.1.fna	5379509	50.3112	184	134283	357971	0
GCA_014558095.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014558095.1.fna	5363680	50.3292	185	155717	362057	0
GCA_014558115.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014558115.1.fna	5355443	50.3219	196	125883	374740	0
GCA_014558175.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014558175.1.fna	5369781	50.3436	199	109523	374740	0
GCA_014558235.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014558235.1.fna	5349442	50.2939	177	148116	614830	0
GCA_014558325.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014558325.1.fna	5282394	50.2817	227	124221	327551	0
GCA_014558935.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014558935.1.fna	5434071	50.2886	224	105673	355647	0
GCA_014558995.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014558995.1.fna	5374319	50.1993	230	116841	377773	0
GCA_014559315.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014559315.1.fna	5369637	50.2939	243	109780	298892	0
GCA_014559335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014559335.1.fna	5363919	50.2569	225	129216	313985	0
GCA_014559355.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014559355.1.fna	5346925	50.307	240	115103	266986	0
GCA_014559375.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014559375.1.fna	5579159	50.2175	229	124224	461516	0
GCA_014559415.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014559415.1.fna	5393115	50.1943	194	142378	462883	0
GCA_014559485.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014559485.1.fna	5405827	50.2135	178	148330	461518	0
GCA_014559515.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014559515.1.fna	5434948	50.2375	220	119880	314216	0
GCA_014559535.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014559535.1.fna	5413250	50.322	184	153970	613751	0
GCA_014559555.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014559555.1.fna	5589050	50.2493	241	105613	314061	0
GCA_015287885.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_015287885.1.fna	5337946	50.2539	170	141294	568852	0
GCA_017682965.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017682965.1.fna	5397167	50.2868	197	146619	365265	0
GCA_017683045.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017683045.1.fna	5373929	50.2796	200	160334	365265	0
GCA_017683105.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017683105.1.fna	5389382	50.2858	199	160334	365265	0
GCA_017683125.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017683125.1.fna	5401482	50.2683	197	157597	376556	0
GCA_017683165.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017683165.1.fna	5370867	50.2705	209	157597	365270	0
GCA_017683405.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017683405.1.fna	5403831	50.2687	204	160334	376557	0
GCA_017724855.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017724855.1.fna	5427886	50.1888	190	142210	613660	0
GCA_017724935.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017724935.1.fna	5349747	50.2875	197	174460	365265	0
GCA_017724955.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017724955.1.fna	5350022	50.2884	201	174460	365265	0
GCA_017725015.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725015.1.fna	5445003	50.1915	190	146688	613660	0
GCA_017725055.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725055.1.fna	5438639	50.1933	200	142210	613660	0
GCA_017725335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725335.1.fna	5437498	50.1915	187	146688	613660	0
GCA_017725695.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725695.1.fna	5438973	50.1936	197	146688	613660	0
GCA_017725715.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725715.1.fna	5432485	50.1985	189	146725	613660	0
GCA_017725735.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725735.1.fna	5423904	50.1907	190	142210	613660	0
GCA_017725755.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725755.1.fna	5417626	50.193	186	142210	613664	0
GCA_017725815.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725815.1.fna	5357506	50.2792	207	174460	365265	0
GCA_017725835.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725835.1.fna	5412148	50.1917	199	145337	613660	0
GCA_017725875.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725875.1.fna	5439799	50.1934	194	142210	613660	0
GCA_017725895.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725895.1.fna	5367336	50.2585	220	174460	365297	0
GCA_017725935.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725935.1.fna	5398392	50.2978	200	160333	365266	0
GCA_017725975.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725975.1.fna	5349781	50.3075	202	157596	365265	0
GCA_017725995.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017725995.1.fna	5353494	50.2742	203	174460	365265	0
GCA_017726475.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017726475.1.fna	5393782	50.3003	199	160333	365265	0
GCA_017726875.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017726875.1.fna	5388755	50.2962	204	160333	365265	0
GCA_017734855.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_017734855.1.fna	5332015	50.2716	188	160333	365266	0
GCA_018142955.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018142955.1.fna	5343719	50.322	187	157597	365265	0
GCA_018143455.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018143455.1.fna	5349721	50.2856	205	157506	365265	0
GCA_018143675.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018143675.1.fna	5344451	50.3192	183	149334	365265	0
GCA_018143715.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018143715.1.fna	5326770	50.3161	191	157599	365265	0
GCA_018277065.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018277065.1.fna	5434988	50.208	178	187999	613654	0
GCA_018278505.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278505.1.fna	5456837	50.2283	184	188504	613640	0
GCA_018278525.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278525.1.fna	5427471	50.2518	185	182100	613644	0
GCA_018278545.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278545.1.fna	5457710	50.2251	197	180330	613640	0
GCA_018278565.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278565.1.fna	5440525	50.2318	193	148117	613640	0
GCA_018278585.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278585.1.fna	5449416	50.2351	196	188504	613640	0
GCA_018278605.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278605.1.fna	5412294	50.2812	185	187999	613654	0
GCA_018278625.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278625.1.fna	5430645	50.2446	184	183854	613654	0
GCA_018278645.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278645.1.fna	5410372	50.2495	189	188370	613695	0
GCA_018278785.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278785.1.fna	5405509	50.1935	185	160336	613654	0
GCA_018278825.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278825.1.fna	5391589	50.1883	181	183853	613645	0
GCA_018278865.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278865.1.fna	5463096	50.2082	183	188539	613640	0
GCA_018278885.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278885.1.fna	5382087	50.185	185	188235	613654	0
GCA_018278925.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278925.1.fna	5491601	50.3216	151	188942	727652	0
GCA_018278945.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278945.1.fna	5483672	50.3184	148	188299	727652	0
GCA_018278965.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018278965.1.fna	5404609	50.1897	177	183853	613645	0
GCA_018279005.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279005.1.fna	5465437	50.3135	157	188292	727691	0
GCA_018279025.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279025.1.fna	5490314	50.3175	163	188299	727648	0
GCA_018279405.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279405.1.fna	5462247	50.2053	193	148513	613640	0
GCA_018279445.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279445.1.fna	5377394	50.2968	160	160469	611663	0
GCA_018279505.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279505.1.fna	5352008	50.2926	166	187934	611490	0
GCA_018279525.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279525.1.fna	5340994	50.2892	159	183878	611490	0
GCA_018279545.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279545.1.fna	5356779	50.2781	175	148117	505635	0
GCA_018279605.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279605.1.fna	5343616	50.2727	179	160449	505635	0
GCA_018279625.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279625.1.fna	5357686	50.2787	179	148117	505635	0
GCA_018279645.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279645.1.fna	5355551	50.2749	179	148117	505635	0
GCA_018279665.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279665.1.fna	5460987	50.2261	196	180330	613640	0
GCA_018279685.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279685.1.fna	5450920	50.2374	195	148117	613640	0
GCA_018279725.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279725.1.fna	5424391	50.2432	187	160336	613654	0
GCA_018279745.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018279745.1.fna	5447695	50.2173	192	160336	613654	0
GCA_018351575.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018351575.1.fna	5488869	50.3379	206	146837	616243	0
GCA_018352515.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018352515.1.fna	5358836	50.292	186	174460	365265	0
GCA_018352525.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018352525.1.fna	5362571	50.2796	196	160335	365266	0
GCA_018352555.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018352555.1.fna	5384912	50.2857	191	160334	365265	0
GCA_018352575.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_018352575.1.fna	5336929	50.2894	195	174590	365265	0
